F,non@arcuimperdiet.edu,1976-09-25,12345,(34)336890721
M,Phasellus.in.felis@vulputate.org,1995-07-15,12345,(10)126331435
M,condimentum.eget@Integervulputaterisus.net,1994-11-02,12345,(92)073426244
M,Cras@egetvolutpatornare.ca,1988-03-26,12345,(85)262031694
M,posuere.cubilia.Curae@vitaealiquam.com,1979-11-27,12345,(11)271625517
F,mi.eleifend@Donecnonjusto.edu,1993-11-25,12345,(85)859658023
M,Cum.sociis.natoque@et.edu,1989-01-17,12345,(15)801724539
M,venenatis.lacus@justosit.org,1976-02-28,12345,(32)969917094
F,leo.Cras.vehicula@non.ca,1985-05-26,12345,(23)273800125
F,Nunc@feugiat.com,1981-02-03,12345,(50)798204053
M,orci.luctus@commodo.co.uk,1981-04-11,12345,(55)762220675
M,Duis.mi@Nam.co.uk,1988-03-22,12345,(40)502854871
M,Ut@magnaaneque.co.uk,1984-12-14,12345,(83)171653729
M,enim.Suspendisse@orci.co.uk,1992-02-13,12345,(90)341593152
M,ac.tellus@imperdietdictum.com,1993-07-02,12345,(07)112507821
M,aliquet.vel@magnaPhasellus.com,1984-06-02,12345,(87)477460464
M,porttitor.eros.nec@sitamet.net,1997-08-07,12345,(10)381549201
M,eu@Sedpharetra.com,1983-04-16,12345,(35)268109433
F,Phasellus.nulla@ipsum.com,1973-06-07,12345,(98)077766083
M,fringilla@nibhsit.com,1976-10-20,12345,(34)309551446
M,Nulla.semper@duiSuspendisse.com,1989-06-17,12345,(29)838065261
F,elit@consectetuereuismodest.co.uk,1993-06-26,12345,(75)025736594
F,in.consectetuer.ipsum@ametdapibusid.com,1996-05-17,12345,(36)543083951
F,justo.faucibus.lectus@vitae.ca,1995-12-29,12345,(41)799802147
M,faucibus.Morbi.vehicula@sitametfaucibus.com,1990-03-12,12345,(38)441373269
M,tincidunt@facilisisnon.net,1996-08-30,12345,(40)524877990
M,Aenean@In.edu,1995-08-15,12345,(63)588794744
F,netus.et@justo.com,1990-03-27,12345,(95)973320771
F,ullamcorper.velit.in@mollisIntegertincidunt.ca,1998-03-17,12345,(36)032577517
M,vel.faucibus@Fuscealiquamenim.co.uk,1992-09-09,12345,(45)260973852
M,augue.ut.lacus@laoreetlectusquis.co.uk,1986-07-26,12345,(37)913526127
M,eget.massa.Suspendisse@diamdictumsapien.org,1978-12-08,12345,(97)396304901
M,nibh.Aliquam.ornare@magnisdis.com,1988-06-07,12345,(83)676900418
F,sit@mifelisadipiscing.com,1989-06-25,12345,(09)382437362
F,at.lacus@justo.co.uk,1973-12-17,12345,(05)363693669
F,Sed@dapibus.ca,1978-09-22,12345,(37)893419846
M,tortor.dictum@lorem.com,1978-07-31,12345,(66)715566571
M,amet.ornare.lectus@etmagnis.co.uk,1987-07-14,12345,(88)717447488
F,Cras.dictum.ultricies@sem.org,1977-03-07,12345,(06)371949164
M,amet@magnamalesuada.ca,1992-06-29,12345,(10)805056708
F,semper@accumsanlaoreet.co.uk,1981-02-14,12345,(95)718335028
M,pede@egetnisi.net,1991-08-10,12345,(07)144508366
F,Phasellus.at.augue@gravida.edu,1983-12-09,12345,(75)574004400
F,aliquet@posuere.ca,1993-12-20,12345,(03)940214106
F,Integer@purusNullam.edu,1997-04-08,12345,(19)120425766
F,rutrum.justo.Praesent@nisiAeneaneget.co.uk,1995-03-02,12345,(99)433735651
M,tellus.id@odio.edu,1980-02-17,12345,(86)502040452
M,est@mattis.net,1976-03-22,12345,(16)695899553
M,lobortis@sagittisaugueeu.net,1986-04-06,12345,(55)022519470
M,Donec.luctus.aliquet@mus.org,1985-04-19,12345,(89)046291867
M,tellus@metusInnec.ca,1990-04-10,12345,(86)015426196
