M,auctor@molestiesodales.org,1978-07-22,12345,(02)647546499
M,tempus.non.lacinia@tinciduntduiaugue.ca,1988-12-24,12345,(68)265707295
F,nisi.a@diam.org,1989-01-27,12345,(55)325529406
F,eu@maurisa.ca,1995-08-20,12345,(30)421452123
F,Pellentesque.ut@sociosquadlitora.ca,1997-12-23,12345,(91)380709813
M,12345,1977-02-21,12345,(76)737556154
M,et@natoquepenatibuset.co.uk,1995-04-10,12345,(82)269900143
F,scelerisque@Nulla.co.uk,1990-10-07,12345,(70)866500231
M,auctor.nunc.nulla@nec.com,1983-06-08,12345,(22)405779836
M,In@litora.com,1976-08-10,12345,(94)965545494
M,ligula@ornaresagittis.com,1987-05-31,12345,(08)611903518
M,nisi@auctornunc.co.uk,1985-07-16,12345,(18)220658359
F,fringilla.cursus@tinciduntnequevitae.ca,1986-08-26,12345,(15)842625375
F,semper.Nam@augueporttitorinterdum.net,1973-11-14,12345,(19)231076071
M,primis.in.faucibus@at.edu,1980-07-19,12345,(91)257338369
F,rutrum@sit.com,1996-07-07,12345,(89)723531076
M,adipiscing@montesnasceturridiculus.edu,1985-02-21,12345,(88)804996095
M,ipsum.Suspendisse.sagittis@velturpisAliquam.com,1996-09-07,12345,(81)545584312
M,Cras.convallis.convallis@magnisdisparturient.com,1995-02-01,12345,(26)008294661
F,tempor.diam@semelitpharetra.org,1997-03-24,12345,(83)829546583
F,hendrerit.neque@mauris.org,1985-07-07,12345,(12)912838169
M,malesuada@duilectus.com,1974-03-18,12345,(95)583061042
M,egestas@duiFusce.ca,1981-03-13,12345,(41)059885590
